StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1040.0,17.0,1.0,1.0,0.0,16.0,0.0,0.0,1.0,0.0,,0.0,1.0,2.88866586099894,
1041.0,17.0,1.0,,4.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.080049533958941,
,17.0,0.0,,,15.0,10.0,1.0,1.0,0.0,1.0,1.0,1.0,2.4833742772440823,1.0
1043.0,16.0,0.0,3.0,2.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.3021981620373486,2.0
1044.0,18.0,0.0,2.0,2.0,,1.0,,,1.0,0.0,1.0,1.0,2.7103237876675585,3.0
1045.0,18.0,1.0,3.0,2.0,6.0,,1.0,0.0,1.0,0.0,1.0,0.0,2.4196989957506254,4.0
1046.0,18.0,0.0,3.0,3.0,19.0,9.0,,,1.0,0.0,0.0,0.0,3.075574039479577,4.0
1047.0,18.0,1.0,,1.0,5.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,,4.0
,17.0,1.0,2.0,0.0,11.0,14.0,0.0,1.0,,0.0,1.0,1.0,3.7753528163233767,4.0
1049.0,16.0,1.0,,2.0,,12.0,0.0,1.0,1.0,1.0,,0.0,2.8357827972068748,1.0
1050.0,16.0,,2.0,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.24921237105105,2.0
1051.0,17.0,1.0,,,9.0,3.0,1.0,,1.0,,0.0,0.0,1.3350732222627661,2.0
1052.0,16.0,0.0,3.0,0.0,17.0,,0.0,1.0,,0.0,0.0,0.0,2.8799287874443715,2.0
1053.0,17.0,1.0,0.0,2.0,8.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.216297929773888,3.0
1054.0,18.0,,0.0,2.0,15.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.7147243254386457,2.0
1055.0,17.0,,2.0,,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.220570452171502,2.0
1056.0,18.0,,3.0,2.0,5.0,15.0,1.0,1.0,1.0,1.0,1.0,0.0,3.3749077746504432,
1057.0,,1.0,2.0,2.0,4.0,12.0,0.0,0.0,,0.0,1.0,0.0,2.1146269002712303,1.0
,15.0,0.0,2.0,0.0,18.0,2.0,1.0,,1.0,1.0,0.0,,,3.0
1059.0,17.0,0.0,1.0,,,6.0,1.0,0.0,1.0,,1.0,0.0,2.6532215633669414,3.0
1060.0,15.0,0.0,3.0,4.0,3.0,,1.0,1.0,1.0,0.0,1.0,1.0,,1.0
1061.0,17.0,1.0,0.0,2.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.51024365079618,2.0
1062.0,17.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3205514037657804,2.0
1063.0,,0.0,0.0,4.0,,2.0,1.0,1.0,1.0,0.0,0.0,,3.0021945276435598,1.0
1064.0,15.0,0.0,2.0,0.0,7.0,,0.0,0.0,1.0,,1.0,0.0,2.984583666671391,1.0
1065.0,17.0,1.0,3.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.6837600950649385,3.0
,16.0,0.0,1.0,0.0,8.0,,0.0,1.0,,1.0,1.0,0.0,3.044597404632974,1.0
1067.0,18.0,1.0,0.0,3.0,,7.0,1.0,1.0,0.0,1.0,0.0,1.0,2.5077892528387795,2.0
1068.0,15.0,1.0,,,9.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,1.9071556574003503,2.0
1069.0,18.0,0.0,0.0,3.0,12.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,2.893237086607102,4.0
1070.0,16.0,1.0,1.0,2.0,6.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.6570513314490398,2.0
1071.0,16.0,1.0,3.0,3.0,,6.0,1.0,0.0,0.0,0.0,,0.0,3.6124470667271398,
1072.0,,0.0,2.0,4.0,5.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,3.4619010552181835,3.0
1073.0,15.0,,2.0,2.0,19.0,,,1.0,1.0,0.0,,0.0,3.642187712595762,
1074.0,16.0,0.0,0.0,2.0,1.0,9.0,1.0,,0.0,1.0,0.0,1.0,3.7564984521161717,1.0
1075.0,15.0,1.0,0.0,3.0,,,0.0,0.0,1.0,,0.0,1.0,2.6929705558920705,
1076.0,,1.0,3.0,1.0,8.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,3.100128293832893,3.0
1077.0,18.0,0.0,1.0,3.0,8.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,2.5709472024352853,3.0
1078.0,18.0,0.0,0.0,2.0,,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.062936570305572,2.0
,17.0,1.0,3.0,2.0,19.0,0.0,1.0,0.0,,,,0.0,2.233266095304243,1.0
1080.0,18.0,1.0,1.0,1.0,,5.0,1.0,1.0,0.0,1.0,1.0,1.0,2.2988134946501013,
1081.0,17.0,0.0,0.0,0.0,16.0,15.0,0.0,1.0,0.0,1.0,1.0,0.0,2.7994067179540627,3.0
,,1.0,,1.0,11.0,13.0,0.0,1.0,0.0,,0.0,1.0,1.9303334606896139,3.0
1083.0,15.0,1.0,3.0,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,3.7385673711027314,1.0
1084.0,,1.0,0.0,,16.0,12.0,0.0,1.0,,,0.0,1.0,2.6374528785725104,
,17.0,1.0,2.0,4.0,16.0,4.0,1.0,0.0,0.0,0.0,,1.0,1.860504138615763,1.0
1086.0,17.0,0.0,,4.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,2.1093964290452,4.0
1087.0,16.0,0.0,1.0,3.0,,,1.0,0.0,1.0,,1.0,1.0,,2.0
1088.0,15.0,0.0,2.0,1.0,8.0,2.0,0.0,1.0,1.0,0.0,,,3.778121073796326,1.0
1089.0,18.0,0.0,3.0,1.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5693407134184427,4.0
1090.0,16.0,,2.0,4.0,13.0,,,1.0,1.0,1.0,1.0,0.0,2.9381575854777786,4.0
1091.0,18.0,0.0,2.0,,18.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,3.892825563738965,2.0
1092.0,18.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,
1093.0,,0.0,3.0,0.0,13.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.378576772369188,1.0
1094.0,,1.0,0.0,0.0,15.0,13.0,1.0,,1.0,1.0,0.0,1.0,3.8802680381093837,
1095.0,16.0,,2.0,0.0,,11.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0010384704567317,2.0
1096.0,16.0,1.0,2.0,,16.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,2.6622538455874527,2.0
1097.0,16.0,0.0,3.0,3.0,8.0,4.0,,0.0,0.0,0.0,0.0,0.0,3.2620778071313077,4.0
1098.0,18.0,1.0,2.0,,19.0,12.0,1.0,0.0,1.0,0.0,0.0,,2.9791489321727243,4.0
1099.0,16.0,,3.0,4.0,10.0,9.0,1.0,0.0,1.0,,0.0,0.0,2.9633397730083466,3.0
1100.0,15.0,1.0,0.0,,12.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.606951175389937,2.0
1101.0,,1.0,3.0,1.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,2.135173925656446,3.0
1102.0,16.0,0.0,0.0,3.0,6.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.9869216096286197,1.0
1103.0,16.0,1.0,3.0,1.0,9.0,1.0,,,0.0,0.0,0.0,,2.92724556782331,3.0
1104.0,18.0,1.0,2.0,,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6581427130015527,2.0
1105.0,16.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,,0.0,0.0,0.0,2.252469455068807,3.0
1106.0,16.0,1.0,2.0,,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,3.0371723554191714,2.0
1107.0,16.0,0.0,0.0,0.0,14.0,8.0,1.0,1.0,,0.0,0.0,1.0,3.2636493049019286,4.0
1108.0,18.0,1.0,3.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.8029396798964865,4.0
1109.0,16.0,1.0,3.0,3.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,,2.6148778203868117,
1110.0,17.0,0.0,3.0,3.0,17.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.9168722551438564,4.0
1111.0,18.0,1.0,1.0,,5.0,,0.0,1.0,1.0,0.0,1.0,0.0,2.2525956979250523,1.0
1112.0,17.0,1.0,1.0,3.0,11.0,6.0,1.0,0.0,0.0,,1.0,1.0,3.8728172432387318,3.0
1113.0,18.0,1.0,0.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,3.7476984256654986,2.0
1114.0,16.0,1.0,1.0,2.0,12.0,,1.0,0.0,0.0,0.0,1.0,1.0,2.539863107444587,3.0
1115.0,17.0,0.0,3.0,1.0,3.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,2.4664925264542505,2.0
1116.0,18.0,1.0,,1.0,9.0,8.0,1.0,1.0,1.0,1.0,0.0,,2.9687585739470874,2.0
,15.0,0.0,1.0,2.0,6.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.3413365712183172,4.0
1118.0,16.0,1.0,2.0,1.0,2.0,18.0,0.0,,,0.0,1.0,0.0,4.04,1.0
1119.0,,1.0,0.0,4.0,2.0,16.0,1.0,0.0,0.0,1.0,0.0,1.0,2.198415519059839,4.0
1120.0,15.0,1.0,0.0,4.0,,2.0,,1.0,0.0,0.0,1.0,1.0,2.8905257826875514,2.0
1121.0,18.0,0.0,0.0,2.0,,14.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1543854691452307,2.0
1122.0,15.0,1.0,1.0,3.0,2.0,10.0,0.0,0.0,0.0,,,1.0,2.853079290458698,1.0
1123.0,16.0,1.0,3.0,4.0,9.0,14.0,0.0,1.0,0.0,1.0,1.0,0.0,2.5093419924444462,
1124.0,17.0,0.0,2.0,2.0,,13.0,0.0,0.0,1.0,0.0,1.0,0.0,,4.0
1125.0,15.0,0.0,0.0,4.0,15.0,6.0,0.0,1.0,1.0,1.0,,0.0,2.417583662367151,3.0
1126.0,18.0,0.0,1.0,,14.0,16.0,1.0,1.0,1.0,0.0,1.0,0.0,,
1127.0,16.0,0.0,3.0,2.0,4.0,,0.0,0.0,1.0,1.0,0.0,1.0,2.9170742411909982,1.0
1128.0,15.0,1.0,2.0,1.0,4.0,2.0,1.0,,0.0,1.0,0.0,0.0,2.210680528593905,4.0
1129.0,18.0,1.0,2.0,,11.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.3688186480584426,2.0
1130.0,18.0,1.0,0.0,1.0,18.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.7865293784038196,2.0
1131.0,18.0,1.0,0.0,2.0,5.0,2.0,1.0,,1.0,0.0,0.0,1.0,2.687676587100887,1.0
1132.0,15.0,0.0,,,2.0,14.0,0.0,1.0,1.0,0.0,,0.0,2.215997473643561,4.0
,15.0,1.0,,1.0,15.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.7435378575088643,3.0
1134.0,15.0,1.0,3.0,3.0,11.0,15.0,1.0,1.0,0.0,0.0,1.0,0.0,2.3412115967237237,4.0
,17.0,1.0,0.0,3.0,17.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.8692434993097615,2.0
1136.0,15.0,1.0,3.0,0.0,,2.0,1.0,0.0,0.0,,1.0,1.0,3.3143042010154375,3.0
1137.0,15.0,0.0,1.0,2.0,15.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,2.3946744288150557,4.0
1138.0,15.0,1.0,2.0,1.0,3.0,,0.0,1.0,1.0,1.0,1.0,,3.1076411114594835,4.0
1139.0,17.0,1.0,2.0,0.0,15.0,10.0,1.0,1.0,1.0,0.0,1.0,,2.388354040334013,4.0
1140.0,15.0,1.0,2.0,2.0,19.0,5.0,0.0,,1.0,,0.0,1.0,2.113135274035748,4.0
1141.0,18.0,0.0,2.0,3.0,13.0,16.0,0.0,1.0,0.0,0.0,1.0,1.0,2.5772070349887723,2.0
1142.0,15.0,0.0,0.0,1.0,16.0,6.0,,,0.0,0.0,0.0,1.0,1.6331473104660985,2.0
1143.0,,1.0,0.0,4.0,12.0,10.0,0.0,1.0,0.0,1.0,,,2.7793171534320473,1.0
1144.0,18.0,1.0,1.0,3.0,17.0,7.0,1.0,1.0,0.0,1.0,1.0,,2.1460856506996686,1.0
,18.0,1.0,1.0,4.0,16.0,,0.0,1.0,1.0,1.0,0.0,1.0,2.7648104150789377,3.0
,17.0,0.0,1.0,4.0,9.0,10.0,1.0,0.0,1.0,0.0,1.0,1.0,2.9483082893158215,
1147.0,17.0,1.0,1.0,1.0,6.0,0.0,1.0,,,0.0,0.0,0.0,3.2170802947707955,3.0
1148.0,17.0,1.0,3.0,1.0,19.0,8.0,0.0,1.0,0.0,1.0,0.0,,3.0843205807725718,3.0
1149.0,15.0,1.0,1.0,4.0,13.0,16.0,1.0,1.0,0.0,,0.0,0.0,2.8932722227838727,4.0
1150.0,18.0,0.0,2.0,0.0,8.0,16.0,0.0,0.0,1.0,,0.0,0.0,3.1856217251421657,4.0
1151.0,17.0,,2.0,4.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,2.641002544025481,4.0
1152.0,17.0,1.0,2.0,4.0,9.0,16.0,,1.0,0.0,1.0,0.0,0.0,2.578142497498895,1.0
1153.0,15.0,0.0,3.0,1.0,4.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,2.8884686399154167,3.0
1154.0,17.0,0.0,1.0,,13.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.860685684314661,4.0
1155.0,15.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,2.989637711061249,1.0
1156.0,16.0,0.0,2.0,,3.0,,1.0,1.0,1.0,0.0,1.0,0.0,2.786303613051922,3.0
1157.0,17.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.598695872726014,3.0
,,0.0,2.0,3.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,4.0
1159.0,15.0,0.0,0.0,1.0,14.0,0.0,1.0,1.0,1.0,0.0,,0.0,3.1531196102795374,2.0
1160.0,18.0,1.0,1.0,1.0,2.0,2.0,,1.0,0.0,0.0,,0.0,,4.0
1161.0,17.0,1.0,1.0,2.0,15.0,,0.0,1.0,,1.0,0.0,0.0,2.7469322192607617,1.0
1162.0,15.0,1.0,3.0,0.0,8.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,3.380650172944731,1.0
1163.0,,0.0,0.0,0.0,16.0,,0.0,0.0,0.0,1.0,0.0,,3.585529252352082,1.0
1164.0,18.0,1.0,3.0,,3.0,6.0,0.0,,0.0,1.0,,0.0,2.938541498965835,
1165.0,16.0,1.0,2.0,2.0,5.0,10.0,1.0,0.0,0.0,,0.0,1.0,3.3896472246629408,1.0
1166.0,15.0,1.0,3.0,,,7.0,,1.0,1.0,1.0,0.0,0.0,2.6050629128640233,4.0
1167.0,18.0,1.0,2.0,4.0,12.0,3.0,0.0,1.0,0.0,,0.0,0.0,1.89132609720535,2.0
1168.0,17.0,1.0,2.0,4.0,19.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.294050957694454,4.0
1169.0,,0.0,1.0,2.0,15.0,16.0,0.0,0.0,,0.0,0.0,,2.95383265278644,4.0
1170.0,16.0,,1.0,1.0,13.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,3.3122042619112984,2.0
,18.0,1.0,1.0,2.0,,9.0,0.0,0.0,1.0,0.0,0.0,0.0,3.6422966314288163,
1172.0,15.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,,1.0,1.0,0.0,2.5806498199456405,2.0
1173.0,17.0,1.0,1.0,1.0,19.0,0.0,1.0,0.0,,1.0,1.0,0.0,,2.0
1174.0,18.0,,0.0,4.0,2.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,2.8553558759206803,1.0
,18.0,,1.0,3.0,7.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,2.9594229927072035,4.0
1176.0,16.0,1.0,3.0,0.0,5.0,,1.0,1.0,1.0,1.0,0.0,0.0,2.274911345792127,3.0
1177.0,17.0,1.0,2.0,0.0,11.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,3.019013269961781,1.0
1178.0,17.0,0.0,1.0,2.0,18.0,0.0,,0.0,0.0,1.0,1.0,,2.3912781849061306,1.0
1179.0,15.0,0.0,0.0,0.0,18.0,12.0,1.0,0.0,1.0,0.0,0.0,1.0,3.611821298962013,4.0
1180.0,17.0,0.0,3.0,4.0,,5.0,,1.0,1.0,0.0,0.0,1.0,2.4840900648220194,2.0
1181.0,15.0,,,3.0,10.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,2.0
1182.0,17.0,0.0,2.0,1.0,14.0,11.0,1.0,0.0,0.0,0.0,,0.0,3.0774245806525693,1.0
1183.0,16.0,1.0,3.0,1.0,11.0,0.0,1.0,0.0,1.0,0.0,,0.0,,4.0
1184.0,,1.0,3.0,4.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,,2.5208732686029576,4.0
1185.0,15.0,1.0,3.0,0.0,13.0,10.0,0.0,,0.0,0.0,1.0,1.0,2.9500481530909815,
1186.0,15.0,0.0,3.0,1.0,13.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,2.112209136348918,3.0
1187.0,16.0,0.0,0.0,0.0,9.0,4.0,1.0,0.0,1.0,0.0,,1.0,1.8432054911495572,2.0
1188.0,17.0,0.0,,4.0,,,0.0,1.0,0.0,1.0,1.0,0.0,3.3968511682584173,3.0
1189.0,17.0,1.0,1.0,,15.0,9.0,0.0,1.0,,1.0,1.0,0.0,2.4520504467028514,4.0
1190.0,16.0,0.0,3.0,2.0,16.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.7051382870311973,1.0
1191.0,17.0,1.0,0.0,3.0,10.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,2.358571573281531,2.0
1192.0,17.0,0.0,2.0,0.0,,0.0,0.0,1.0,,0.0,1.0,,2.1290259857338425,
1193.0,15.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.206682581630511,1.0
1194.0,17.0,1.0,2.0,,17.0,0.0,1.0,0.0,0.0,,,1.0,2.5337523731491176,2.0
1195.0,17.0,1.0,0.0,0.0,10.0,,0.0,0.0,0.0,1.0,0.0,1.0,3.488771802982897,3.0
1196.0,16.0,0.0,0.0,4.0,6.0,,1.0,0.0,1.0,0.0,1.0,1.0,3.0790946454409402,4.0
1197.0,16.0,0.0,0.0,4.0,6.0,6.0,0.0,1.0,0.0,,,0.0,3.2741501672099806,3.0
1198.0,18.0,0.0,3.0,4.0,12.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,2.2668221057359057,2.0
,15.0,1.0,0.0,4.0,19.0,0.0,,1.0,1.0,0.0,0.0,1.0,2.530438963730369,3.0
1200.0,17.0,1.0,1.0,,2.0,18.0,1.0,1.0,1.0,,1.0,,1.645217117735147,
1201.0,17.0,0.0,3.0,4.0,13.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.388732611335908,1.0
1202.0,18.0,0.0,2.0,1.0,11.0,0.0,1.0,0.0,1.0,,,1.0,3.4421604710342524,2.0
1203.0,17.0,1.0,,,15.0,5.0,1.0,1.0,0.0,1.0,1.0,,3.2607248259029546,4.0
1204.0,15.0,0.0,3.0,,13.0,14.0,0.0,1.0,1.0,0.0,1.0,0.0,2.9161784519875775,1.0
1205.0,18.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,,1.0,1.0,1.0,2.2517312250736388,4.0
1206.0,15.0,1.0,2.0,,,0.0,1.0,,0.0,,0.0,0.0,3.102239936640113,3.0
1207.0,18.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,,3.2073086083463505,1.0
1208.0,,1.0,1.0,3.0,9.0,17.0,1.0,1.0,0.0,,0.0,1.0,2.852629965582879,
1209.0,16.0,1.0,1.0,,15.0,13.0,,0.0,1.0,1.0,0.0,0.0,2.5977594377455664,
1210.0,15.0,1.0,3.0,1.0,18.0,14.0,1.0,1.0,0.0,1.0,1.0,0.0,2.655486831452775,1.0
1211.0,17.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,,1.0,3.5513086314641646,1.0
1212.0,17.0,1.0,,2.0,11.0,13.0,0.0,1.0,1.0,1.0,0.0,1.0,,2.0
1213.0,15.0,1.0,3.0,,5.0,1.0,0.0,0.0,0.0,,1.0,1.0,2.9803450693275364,2.0
1214.0,17.0,0.0,2.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0488969210706,4.0
1215.0,17.0,1.0,,,15.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,2.45718130586655,1.0
1216.0,,,2.0,1.0,7.0,12.0,1.0,,,,,1.0,2.564304972579279,3.0
1217.0,18.0,,2.0,1.0,18.0,7.0,0.0,0.0,1.0,1.0,1.0,1.0,2.499171250954905,3.0
1218.0,15.0,0.0,1.0,2.0,12.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.4334713255903333,4.0
1219.0,18.0,0.0,0.0,4.0,12.0,,0.0,1.0,1.0,1.0,1.0,0.0,3.44119550958536,2.0
1220.0,17.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,,1.0,1.0,2.8480406352068335,1.0
1221.0,17.0,1.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6944270607716567,2.0
1222.0,17.0,,0.0,4.0,6.0,,0.0,0.0,1.0,0.0,1.0,,2.4052213032010386,4.0
1223.0,16.0,1.0,2.0,3.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0403954318110555,2.0
1224.0,18.0,0.0,1.0,2.0,15.0,9.0,0.0,0.0,1.0,0.0,,1.0,3.5948138334589927,1.0
1225.0,16.0,0.0,2.0,3.0,1.0,15.0,1.0,0.0,1.0,1.0,0.0,,2.252379068614847,3.0
1226.0,16.0,0.0,2.0,1.0,17.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,3.386891724001824,2.0
1227.0,15.0,1.0,2.0,,3.0,11.0,0.0,,1.0,0.0,,,3.0692692661837753,1.0
1228.0,16.0,0.0,0.0,0.0,11.0,7.0,1.0,,1.0,1.0,1.0,0.0,2.875724109627926,1.0
1229.0,15.0,1.0,1.0,1.0,18.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,2.9147059441563674,1.0
