StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,StudyTime_Binned,Absences_Binned,study_time_bins,Absences_bins
1044,18.0,0.0,2.0,2.0,10.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.7103237876675585,3.0,Moderate,Very Few,5-10,0-5
1045,18.0,1.0,3.0,2.0,6.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,2.4196989957506254,4.0,Few,Few,5-10,6-10
1046,18.0,0.0,3.0,3.0,19.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,3.075574039479577,4.0,Many,Few,10-20,6-10
1047,18.0,1.0,1.0,1.0,5.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,2.699420181540826,4.0,Few,Moderate,0-5,11-20
11004,17.0,1.0,2.0,0.0,11.0,14.0,0.0,1.0,1.0,0.0,1.0,1.0,3.7753528163233767,4.0,Moderate,Moderate,10-20,11-20
1049,16.0,1.0,1.0,2.0,10.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0,2.8357827972068748,1.0,Moderate,Moderate,5-10,11-20
1050,16.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.24921237105105,2.0,Few,Very Few,5-10,
1051,17.0,1.0,1.0,4.0,9.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.335073222262766,2.0,Few,Very Few,5-10,0-5
1052,16.0,0.0,3.0,0.0,17.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,2.8799287874443715,2.0,Many,Few,10-20,6-10
1053,17.0,1.0,0.0,2.0,8.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.216297929773888,3.0,Few,Very Few,5-10,0-5
1054,18.0,0.0,0.0,2.0,15.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.7147243254386457,2.0,Many,Very Few,10-20,
1055,17.0,0.0,2.0,4.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.220570452171502,2.0,Few,Very Few,5-10,0-5
1056,18.0,0.0,3.0,2.0,5.0,15.0,1.0,1.0,1.0,1.0,1.0,0.0,3.3749077746504432,1.0,Few,Many,0-5,11-20
1057,16.0,1.0,2.0,2.0,4.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,2.1146269002712303,1.0,Very Few,Moderate,0-5,11-20
11005,15.0,0.0,2.0,0.0,18.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.699420181540826,3.0,Many,Very Few,10-20,0-5
1059,17.0,0.0,1.0,4.0,10.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,2.6532215633669414,3.0,Moderate,Few,5-10,6-10
1060,15.0,0.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,2.699420181540826,1.0,Very Few,Few,0-5,6-10
1061,17.0,1.0,0.0,2.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.51024365079618,2.0,Few,Few,5-10,6-10
1062,17.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3205514037657804,2.0,Moderate,Very Few,5-10,
1063,16.0,0.0,0.0,4.0,10.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,3.00219452764356,1.0,Moderate,Very Few,5-10,0-5
1064,15.0,0.0,2.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,2.984583666671391,1.0,Few,Few,5-10,6-10
1065,17.0,1.0,3.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.6837600950649383,3.0,Few,Very Few,5-10,0-5
11006,16.0,0.0,1.0,0.0,8.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,3.044597404632974,1.0,Few,Few,5-10,6-10
1067,18.0,1.0,0.0,3.0,10.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,2.5077892528387795,2.0,Moderate,Few,5-10,6-10
1068,15.0,1.0,1.0,4.0,9.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,1.9071556574003503,2.0,Few,Moderate,5-10,11-20
1069,18.0,0.0,0.0,3.0,12.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,2.893237086607102,4.0,Moderate,Moderate,10-20,11-20
1070,16.0,1.0,1.0,2.0,6.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.6570513314490398,2.0,Few,Very Few,5-10,0-5
1071,16.0,1.0,3.0,3.0,10.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,3.61244706672714,1.0,Moderate,Few,5-10,6-10
1072,16.0,0.0,2.0,4.0,5.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,3.4619010552181835,3.0,Few,Moderate,0-5,11-20
1073,15.0,0.0,2.0,2.0,19.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,3.642187712595762,1.0,Many,Few,10-20,6-10
1074,16.0,0.0,0.0,2.0,1.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,3.756498452116172,1.0,Very Few,Few,0-5,6-10
1075,15.0,1.0,0.0,3.0,10.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,2.6929705558920705,1.0,Moderate,Few,5-10,6-10
1076,16.0,1.0,3.0,1.0,8.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,3.100128293832893,3.0,Few,Very Few,5-10,0-5
1077,18.0,0.0,1.0,3.0,8.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,2.5709472024352853,3.0,Few,Few,5-10,6-10
1078,18.0,0.0,0.0,2.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.062936570305572,2.0,Moderate,Very Few,5-10,
11007,17.0,1.0,3.0,2.0,19.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.233266095304243,1.0,Many,Very Few,10-20,
1080,18.0,1.0,1.0,1.0,10.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,2.2988134946501013,1.0,Moderate,Few,5-10,0-5
1081,17.0,0.0,0.0,0.0,16.0,15.0,0.0,1.0,0.0,1.0,1.0,0.0,2.7994067179540627,3.0,Many,Many,10-20,11-20
11008,16.0,1.0,1.0,1.0,11.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,1.9303334606896136,3.0,Moderate,Moderate,10-20,11-20
1083,15.0,1.0,3.0,0.0,10.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.7385673711027314,1.0,Moderate,Very Few,5-10,0-5
1084,16.0,1.0,0.0,4.0,16.0,12.0,0.0,1.0,1.0,0.0,0.0,1.0,2.6374528785725104,1.0,Many,Moderate,10-20,11-20
11009,17.0,1.0,2.0,4.0,16.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.860504138615763,1.0,Many,Very Few,10-20,0-5
1086,17.0,0.0,1.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,2.1093964290452,4.0,Very Few,Few,0-5,6-10
1087,16.0,0.0,1.0,3.0,10.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,2.699420181540826,2.0,Moderate,Few,5-10,6-10
1088,15.0,0.0,2.0,1.0,8.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,3.778121073796326,1.0,Few,Very Few,5-10,0-5
1089,18.0,0.0,3.0,1.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.5693407134184427,4.0,Moderate,Very Few,5-10,0-5
1090,16.0,0.0,2.0,4.0,13.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,2.9381575854777786,4.0,Moderate,Few,10-20,6-10
1091,18.0,0.0,2.0,4.0,18.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,3.892825563738965,2.0,Many,Very Few,10-20,0-5
1092,18.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.699420181540826,1.0,Moderate,Very Few,5-10,0-5
1093,16.0,0.0,3.0,0.0,13.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.378576772369188,1.0,Moderate,Very Few,10-20,0-5
1094,16.0,1.0,0.0,0.0,15.0,13.0,1.0,1.0,1.0,1.0,0.0,1.0,3.880268038109384,1.0,Many,Moderate,10-20,11-20
1095,16.0,0.0,2.0,0.0,10.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,3.001038470456732,2.0,Moderate,Moderate,5-10,11-20
1096,16.0,1.0,2.0,4.0,16.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,2.6622538455874527,2.0,Many,Very Few,10-20,0-5
1097,16.0,0.0,3.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.262077807131308,4.0,Few,Very Few,5-10,0-5
1098,18.0,1.0,2.0,4.0,19.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,2.9791489321727243,4.0,Many,Moderate,10-20,11-20
1099,16.0,0.0,3.0,4.0,10.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,2.9633397730083466,3.0,Moderate,Few,5-10,6-10
1100,15.0,1.0,0.0,4.0,12.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.606951175389937,2.0,Moderate,Very Few,10-20,
1101,16.0,1.0,3.0,1.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,2.135173925656446,3.0,Moderate,Many,10-20,11-20
1102,16.0,0.0,0.0,3.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,1.98692160962862,1.0,Few,Few,5-10,6-10
1103,16.0,1.0,3.0,1.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.92724556782331,3.0,Few,Very Few,5-10,0-5
1104,18.0,1.0,2.0,4.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,2.6581427130015527,2.0,Few,Few,5-10,6-10
1105,16.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.252469455068807,3.0,Few,Very Few,5-10,
1106,16.0,1.0,2.0,4.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0371723554191714,2.0,Very Few,Few,0-5,6-10
1107,16.0,0.0,0.0,0.0,14.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,3.2636493049019286,4.0,Moderate,Few,10-20,6-10
1108,18.0,1.0,3.0,0.0,6.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.8029396798964863,4.0,Few,Very Few,5-10,0-5
1109,16.0,1.0,3.0,3.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.614877820386812,1.0,Moderate,Very Few,10-20,0-5
1110,17.0,0.0,3.0,3.0,17.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.9168722551438564,4.0,Many,Very Few,10-20,
1111,18.0,1.0,1.0,4.0,5.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,2.2525956979250523,1.0,Few,Few,0-5,6-10
1112,17.0,1.0,1.0,3.0,11.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,3.872817243238732,3.0,Moderate,Few,10-20,6-10
1113,18.0,1.0,0.0,3.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,3.7476984256654986,2.0,Few,Very Few,0-5,0-5
1114,16.0,1.0,1.0,2.0,12.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,2.539863107444587,3.0,Moderate,Few,10-20,6-10
1115,17.0,0.0,3.0,1.0,3.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,2.4664925264542505,2.0,Very Few,Moderate,0-5,11-20
1116,18.0,1.0,1.0,1.0,9.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,2.9687585739470874,2.0,Few,Few,5-10,6-10
11010,15.0,0.0,1.0,2.0,6.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,1.3413365712183172,4.0,Few,Few,5-10,6-10
1118,16.0,1.0,2.0,1.0,2.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,4.04,1.0,Very Few,Many,0-5,11-20
1119,16.0,1.0,0.0,4.0,2.0,16.0,1.0,0.0,0.0,1.0,0.0,1.0,2.198415519059839,4.0,Very Few,Many,0-5,11-20
1120,15.0,1.0,0.0,4.0,10.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.8905257826875514,2.0,Moderate,Very Few,5-10,0-5
1121,18.0,0.0,0.0,2.0,10.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1543854691452307,2.0,Moderate,Moderate,5-10,11-20
1122,15.0,1.0,1.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,2.853079290458698,1.0,Very Few,Moderate,0-5,6-10
1123,16.0,1.0,3.0,4.0,9.0,14.0,0.0,1.0,0.0,1.0,1.0,0.0,2.5093419924444462,1.0,Few,Moderate,5-10,11-20
1124,17.0,0.0,2.0,2.0,10.0,13.0,0.0,0.0,1.0,0.0,1.0,0.0,2.699420181540826,4.0,Moderate,Moderate,5-10,11-20
1125,15.0,0.0,0.0,4.0,15.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,2.417583662367151,3.0,Many,Few,10-20,6-10
1126,18.0,0.0,1.0,4.0,14.0,16.0,1.0,1.0,1.0,0.0,1.0,0.0,2.699420181540826,1.0,Moderate,Many,10-20,11-20
1127,16.0,0.0,3.0,2.0,4.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,2.9170742411909982,1.0,Very Few,Few,0-5,6-10
1128,15.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.210680528593905,4.0,Very Few,Very Few,0-5,0-5
1129,18.0,1.0,2.0,4.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,2.3688186480584426,2.0,Moderate,Few,10-20,6-10
1130,18.0,1.0,0.0,1.0,18.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.78652937840382,2.0,Many,Very Few,10-20,
1131,18.0,1.0,0.0,2.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.687676587100887,1.0,Few,Very Few,0-5,0-5
1132,15.0,0.0,1.0,4.0,2.0,14.0,0.0,1.0,1.0,0.0,1.0,0.0,2.215997473643561,4.0,Very Few,Moderate,0-5,11-20
11011,15.0,1.0,1.0,1.0,15.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.7435378575088643,3.0,Many,Very Few,10-20,0-5
1134,15.0,1.0,3.0,3.0,11.0,15.0,1.0,1.0,0.0,0.0,1.0,0.0,2.341211596723724,4.0,Moderate,Many,10-20,11-20
11012,17.0,1.0,0.0,3.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.8692434993097613,2.0,Many,Very Few,10-20,0-5
1136,15.0,1.0,3.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.314304201015437,3.0,Moderate,Very Few,5-10,0-5
1137,15.0,0.0,1.0,2.0,15.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,2.394674428815056,4.0,Many,Few,10-20,6-10
1138,15.0,1.0,2.0,1.0,3.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,3.1076411114594835,4.0,Very Few,Few,0-5,6-10
1139,17.0,1.0,2.0,0.0,15.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,2.388354040334013,4.0,Many,Moderate,10-20,6-10
1140,15.0,1.0,2.0,2.0,19.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,2.113135274035748,4.0,Many,Few,10-20,0-5
1141,18.0,0.0,2.0,3.0,13.0,16.0,0.0,1.0,0.0,0.0,1.0,1.0,2.5772070349887723,2.0,Moderate,Many,10-20,11-20
1142,15.0,0.0,0.0,1.0,16.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,1.6331473104660983,2.0,Many,Few,10-20,6-10
1143,16.0,1.0,0.0,4.0,12.0,10.0,0.0,1.0,0.0,1.0,1.0,0.0,2.7793171534320478,1.0,Moderate,Moderate,10-20,6-10
1144,18.0,1.0,1.0,3.0,17.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,2.1460856506996686,1.0,Many,Few,10-20,6-10
11013,18.0,1.0,1.0,4.0,16.0,7.0,0.0,1.0,1.0,1.0,0.0,1.0,2.7648104150789377,3.0,Many,Few,10-20,6-10
11014,17.0,0.0,1.0,4.0,9.0,10.0,1.0,0.0,1.0,0.0,1.0,1.0,2.948308289315821,1.0,Few,Moderate,5-10,6-10
1147,17.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.2170802947707955,3.0,Few,Very Few,5-10,
1148,17.0,1.0,3.0,1.0,19.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,3.084320580772572,3.0,Many,Few,10-20,6-10
1149,15.0,1.0,1.0,4.0,13.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8932722227838727,4.0,Moderate,Many,10-20,11-20
1150,18.0,0.0,2.0,0.0,8.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,3.1856217251421657,4.0,Few,Many,5-10,11-20
1151,17.0,0.0,2.0,4.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,2.641002544025481,4.0,Moderate,Moderate,10-20,11-20
1152,17.0,1.0,2.0,4.0,9.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,2.578142497498895,1.0,Few,Many,5-10,11-20
1153,15.0,0.0,3.0,1.0,4.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,2.8884686399154167,3.0,Very Few,Many,0-5,11-20
1154,17.0,0.0,1.0,4.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.860685684314661,4.0,Moderate,Very Few,10-20,
1155,15.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,2.989637711061249,1.0,Very Few,Very Few,0-5,0-5
1156,16.0,0.0,2.0,4.0,3.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,2.786303613051922,3.0,Very Few,Few,0-5,6-10
1157,17.0,1.0,2.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.598695872726014,3.0,Few,Very Few,0-5,0-5
11015,16.0,0.0,2.0,3.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.699420181540826,4.0,Many,Very Few,10-20,0-5
1159,15.0,0.0,0.0,1.0,14.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.1531196102795374,2.0,Moderate,Very Few,10-20,
1160,18.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.699420181540826,4.0,Very Few,Very Few,0-5,0-5
1161,17.0,1.0,1.0,2.0,15.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,2.7469322192607617,1.0,Many,Few,10-20,6-10
1162,15.0,1.0,3.0,0.0,8.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,3.380650172944731,1.0,Few,Moderate,5-10,11-20
1163,16.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,3.585529252352082,1.0,Many,Few,10-20,6-10
1164,18.0,1.0,3.0,4.0,3.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,2.938541498965835,1.0,Very Few,Few,0-5,6-10
1165,16.0,1.0,2.0,2.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,3.3896472246629408,1.0,Few,Moderate,0-5,6-10
1166,15.0,1.0,3.0,4.0,10.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,2.6050629128640237,4.0,Moderate,Few,5-10,6-10
1167,18.0,1.0,2.0,4.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.89132609720535,2.0,Moderate,Very Few,10-20,0-5
1168,17.0,1.0,2.0,4.0,19.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.294050957694454,4.0,Many,Very Few,10-20,0-5
1169,16.0,0.0,1.0,2.0,15.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,2.95383265278644,4.0,Many,Many,10-20,11-20
1170,16.0,0.0,1.0,1.0,13.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,3.3122042619112984,2.0,Moderate,Few,10-20,6-10
11016,18.0,1.0,1.0,2.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,3.642296631428816,1.0,Moderate,Few,5-10,6-10
1172,15.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.5806498199456405,2.0,Moderate,Very Few,10-20,
1173,17.0,1.0,1.0,1.0,19.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.699420181540826,2.0,Many,Very Few,10-20,
