StudentID,Extracurricular,Sports,Music,Volunteering,ParentalSupport,Tutoring,Absences
1160,0,0,1,0,1,0,"Very Few"
1161,1,1,0,0,1,0,Few
1162,0,1,0,0,1,0,Moderate
1163,0,1,0,0,0,0,Few
1164,0,1,1,0,1,0,Few
1165,0,0,0,1,0,1,Moderate
1166,1,1,0,0,1,0,Few
1167,0,0,0,0,1,0,"Very Few"
1168,0,0,1,0,0,0,"Very Few"
1169,1,0,0,0,0,0,Many
1170,1,1,1,0,0,0,Few
11016,1,0,0,0,0,0,Few
1172,1,1,1,0,0,0,"Very Few"
1173,1,1,1,0,0,1,"Very Few"
1174,1,0,1,0,1,0,Few
11017,1,0,0,1,0,0,Few
1176,1,1,0,0,1,1,Few
1177,1,0,0,0,0,1,Moderate
1178,0,1,1,0,0,0,"Very Few"
1179,1,0,0,1,0,1,Moderate
1180,1,0,0,1,1,0,Few
1181,0,0,1,1,1,1,"Very Few"
1182,0,0,1,0,0,1,Moderate
1183,1,0,1,0,0,1,"Very Few"
1184,0,0,0,0,1,0,Few
1185,0,0,1,1,1,0,Moderate
1186,1,1,0,0,1,0,Few
1187,1,0,1,1,0,1,"Very Few"
1188,0,1,1,0,1,0,Few
1189,1,1,1,0,1,0,Few
1190,1,0,0,0,0,0,"Very Few"
1191,0,1,0,0,0,1,Few
1192,1,0,1,0,1,0,"Very Few"
1193,0,0,1,0,0,0,"Very Few"
1194,0,0,1,1,0,1,"Very Few"
1195,0,1,0,1,0,0,Few
1196,1,0,1,1,0,1,Few
1197,0,0,1,0,1,0,Few
1198,1,1,1,1,1,1,Few
11018,1,0,0,1,1,0,"Very Few"
1200,1,0,1,0,1,1,Many
1201,1,0,1,1,1,1,"Very Few"
1202,1,0,1,1,0,1,"Very Few"
1203,0,1,1,0,1,1,Few
1204,1,0,1,0,1,0,Moderate
1205,1,1,1,1,0,1,"Very Few"
1206,0,0,0,0,1,1,"Very Few"
1207,1,0,1,0,0,0,"Very Few"
1208,0,0,0,1,1,1,Many
1209,1,1,0,0,0,0,Moderate
1210,0,1,1,0,1,1,Moderate
1211,0,0,1,1,1,0,"Very Few"
1212,1,1,0,1,1,0,Moderate
1213,0,0,1,1,0,0,"Very Few"
1214,0,0,1,0,0,0,"Very Few"
1215,1,1,0,0,1,1,Few
1216,1,0,1,1,1,1,Moderate
1217,1,1,1,1,0,0,Few
1218,1,1,1,1,0,1,"Very Few"
1219,1,1,1,0,1,0,Few
1220,1,0,1,1,0,1,"Very Few"
1221,0,0,0,1,0,0,Moderate
1222,1,0,1,0,0,0,Few
1223,1,0,0,0,0,0,"Very Few"
1224,1,0,1,1,0,0,Few
1225,1,1,0,0,0,1,Many
1226,1,1,1,1,0,0,Few
1227,1,0,1,0,1,0,Moderate
1228,1,1,1,0,1,1,Few
1229,1,1,1,0,0,0,Few
1230,1,0,0,1,0,0,Few
1231,0,0,0,0,0,1,Few
1232,0,0,1,0,0,1,"Very Few"
1233,0,1,0,1,1,0,Many
1234,1,0,0,0,1,1,Few
1235,1,0,0,0,1,0,Moderate
1236,0,1,0,1,0,0,Few
1237,1,0,0,1,1,1,Many
1238,0,1,0,0,1,0,Many
1239,1,0,0,0,1,1,Moderate
1240,1,1,1,0,0,1,"Very Few"
1241,1,0,1,1,0,1,Few
1242,1,0,0,0,1,0,"Very Few"
1243,0,1,0,0,1,0,Few
1244,1,1,0,0,0,1,Few
11019,0,0,1,1,0,1,Few
1246,1,1,0,1,1,1,Many
1247,0,0,1,0,0,1,"Very Few"
1248,1,0,1,0,1,0,"Very Few"
1249,1,0,0,1,0,0,"Very Few"
1250,1,0,0,0,1,1,Few
1251,1,0,1,0,1,0,Few
1252,0,0,1,0,1,1,Moderate
1253,0,1,1,0,1,1,"Very Few"
1254,0,0,0,0,1,0,"Very Few"
1255,0,1,0,1,1,1,Moderate
1256,0,0,1,0,0,1,"Very Few"
1257,1,1,0,0,0,0,"Very Few"
1258,0,0,1,0,1,1,Moderate
1259,0,1,1,0,0,1,Moderate
1260,0,1,1,0,0,0,Many
1261,1,1,1,0,0,0,Many
1262,0,1,1,0,1,0,Moderate
1263,0,1,1,0,1,0,"Very Few"
1264,0,0,0,0,0,0,"Very Few"
11020,0,1,1,1,0,1,Many
1266,1,1,1,0,1,1,"Very Few"
1267,1,0,1,0,1,0,"Very Few"
1268,0,1,1,0,0,0,Moderate
1269,1,0,1,0,0,0,Few
11021,1,0,1,0,0,0,Moderate
1271,0,1,1,0,0,0,Many
11022,1,1,1,0,0,1,"Very Few"
1273,1,0,1,0,0,0,"Very Few"
1274,1,1,0,1,0,0,Few
1275,1,1,0,0,0,1,Few
1276,1,0,1,1,0,0,Many
1277,1,1,0,1,1,0,Moderate
1278,1,0,0,1,1,0,Few
1279,1,0,0,1,1,1,Few
1280,1,0,0,1,0,0,Few
1281,1,0,0,1,1,0,"Very Few"
1282,1,0,1,1,1,1,"Very Few"
1283,1,1,1,1,0,1,Moderate
1284,0,0,1,0,0,0,"Very Few"
1285,0,0,0,0,1,1,Few
1286,1,1,1,1,1,0,Few
1287,0,1,0,0,1,1,Moderate
1288,0,1,0,1,0,1,"Very Few"
1289,1,0,0,1,1,0,"Very Few"
11023,0,1,1,0,1,0,Moderate
11024,0,1,1,0,0,1,"Very Few"
1292,0,1,0,0,1,0,Many
1293,0,0,0,0,0,1,Moderate
1294,0,0,0,1,0,0,Many
1295,0,0,0,0,0,0,"Very Few"
1296,0,0,0,0,0,1,Moderate
1297,1,0,1,0,0,0,"Very Few"
1298,0,0,1,1,1,1,Few
1299,0,1,1,0,1,1,"Very Few"
1300,1,0,1,0,0,0,Few
1301,1,1,1,1,0,0,Few
1302,1,1,1,1,1,1,Moderate
1303,1,1,0,1,1,1,Moderate
11025,0,0,1,1,0,0,Many
11026,1,0,0,0,1,1,"Very Few"
11027,0,1,1,0,0,1,"Very Few"
1307,1,1,1,0,0,0,"Very Few"
1308,1,1,1,0,1,1,Moderate
1309,0,0,0,0,0,1,"Very Few"
1310,0,1,0,0,0,1,Few
11028,1,0,1,0,1,1,Few
1312,1,0,1,1,1,1,Few
1313,1,1,1,1,1,1,"Very Few"
1314,1,0,1,1,0,1,"Very Few"
1315,1,1,0,0,1,0,Moderate
1316,0,1,0,1,0,1,"Very Few"
1317,0,0,0,0,0,0,Few
1318,1,1,1,1,0,0,Moderate
1319,0,1,1,1,0,0,"Very Few"
1320,1,1,0,1,1,0,Moderate
1321,0,0,1,0,0,0,Few
1322,1,1,0,0,1,1,Many
1323,1,1,0,1,1,1,"Very Few"
1324,0,0,0,0,1,1,Few
1325,1,0,0,0,1,1,Few
1326,0,1,1,1,1,0,Many
1327,0,0,0,0,1,1,Few
1328,0,1,0,0,1,0,"Very Few"
1329,0,1,1,0,1,1,"Very Few"
1330,1,1,1,0,1,1,"Very Few"
1331,1,1,0,1,0,1,Moderate
1332,0,0,0,0,1,1,Moderate
11029,1,0,1,0,0,0,Few
1334,1,0,1,1,0,1,Many
1335,1,0,1,1,0,0,Many
1336,0,0,1,1,1,1,"Very Few"
1337,1,0,0,0,1,1,"Very Few"
1338,1,1,1,1,0,1,Moderate
1339,1,0,1,0,1,0,Many
1340,1,0,1,1,0,1,Few
1341,0,0,1,0,1,0,"Very Few"
1342,0,1,0,0,1,1,"Very Few"
1343,1,0,1,0,0,1,"Very Few"
1344,1,1,1,1,1,1,Moderate
1345,1,1,1,1,1,1,Moderate
1346,0,0,0,1,0,0,Moderate
1347,1,0,0,0,0,1,Few
1348,1,1,0,0,1,0,Moderate
1349,1,0,1,0,1,0,Moderate
1350,0,1,0,0,0,1,"Very Few"
1351,1,0,0,0,1,0,"Very Few"
1352,0,1,0,1,0,0,Few
1353,0,1,1,0,0,1,Moderate
1354,0,0,0,1,1,0,"Very Few"
1355,0,1,1,0,0,0,Few
1356,0,1,0,0,0,1,Few
11030,0,1,0,1,0,1,Many
1358,0,1,1,0,1,0,"Very Few"
1359,0,1,1,0,0,0,Moderate
1360,1,0,1,0,1,0,Few
1361,1,0,0,0,0,0,"Very Few"
1362,0,0,1,1,1,0,Moderate
1363,1,1,0,1,1,1,"Very Few"
1364,1,0,1,0,1,0,Few
1365,1,0,1,1,1,0,Few
1366,0,0,0,1,0,1,Moderate
11031,1,1,1,1,0,1,"Very Few"
11032,1,1,1,0,1,0,Moderate
1369,1,1,0,1,0,1,Few
1370,1,0,0,1,1,0,Many
1371,1,0,0,1,1,1,"Very Few"
1372,1,0,0,0,0,1,"Very Few"
1373,1,0,0,0,0,1,Few
1374,1,1,0,1,0,1,"Very Few"
1375,0,1,0,1,0,1,"Very Few"
1376,1,0,0,0,1,0,Few
1377,0,1,0,0,1,0,"Very Few"
1378,0,0,0,1,1,1,"Very Few"
1379,0,0,1,0,1,1,Few
1380,1,1,0,1,0,1,Few
1381,0,0,0,0,1,1,"Very Few"
1382,0,0,1,0,0,0,Few
1383,0,1,1,1,0,1,Moderate
1384,1,0,1,0,1,1,Few
1385,1,1,1,0,0,0,Few
1386,0,1,0,0,1,1,"Very Few"
1387,1,1,0,0,1,0,"Very Few"
1388,1,1,1,0,0,1,"Very Few"
1389,1,1,1,0,1,1,Few
1390,0,1,0,0,0,0,Few
1391,1,1,0,0,1,0,"Very Few"
11033,1,1,1,1,1,0,Few
1393,0,0,1,0,1,0,"Very Few"
11034,0,1,1,0,0,0,Few
1395,1,1,1,1,1,0,"Very Few"
1396,1,1,0,1,0,1,Moderate
1397,0,0,1,1,1,1,"Very Few"
1398,1,1,0,0,1,0,"Very Few"
1399,0,0,1,0,0,0,"Very Few"
1400,0,0,0,0,1,0,Moderate
1401,1,0,0,1,0,0,"Very Few"
1402,0,1,0,0,1,0,"Very Few"
1403,1,1,0,1,0,1,Few
1404,1,1,1,0,0,1,Many
1405,0,1,0,0,1,0,Few
1406,1,0,1,1,1,1,"Very Few"
1407,1,1,1,0,0,1,"Very Few"
1408,0,0,1,1,1,0,Few
1409,1,0,1,1,0,0,Few
1410,0,1,0,0,0,0,"Very Few"
1411,0,1,0,1,0,0,"Very Few"
1412,1,0,1,1,1,0,"Very Few"
1413,1,0,0,0,1,1,Many
1414,1,1,0,1,0,0,Many
1415,1,1,0,1,1,0,Moderate
1416,0,1,1,0,1,0,"Very Few"
1417,1,0,1,0,1,0,Moderate
1418,1,0,0,1,0,0,Few
1419,1,0,0,0,0,0,"Very Few"
1420,0,0,0,1,1,0,Many
11035,0,1,1,0,0,0,"Very Few"
1422,0,1,1,1,0,0,Few
1423,1,1,1,0,0,1,Few
1424,0,1,1,0,1,1,Moderate
1425,0,1,0,1,0,0,Moderate
1426,1,1,1,1,0,1,"Very Few"
1427,1,0,0,0,1,1,"Very Few"
1428,0,1,1,1,1,0,Moderate
1429,0,0,1,1,0,0,Many
1430,1,1,0,0,1,1,"Very Few"
1431,1,1,0,1,0,0,"Very Few"
1432,0,1,1,1,1,1,Few
1433,0,0,1,0,0,0,Few
1434,0,0,0,0,1,0,"Very Few"
1435,0,0,1,1,0,0,Few
1436,0,1,1,1,0,0,Moderate
11036,1,0,1,0,1,1,Moderate
1438,1,1,0,1,0,0,Moderate
1439,0,1,1,1,1,0,"Very Few"
1440,1,1,0,0,0,0,Few
1441,1,0,1,1,1,1,Moderate
1442,1,0,1,0,1,1,Moderate
1443,1,0,1,0,1,0,"Very Few"
1444,1,1,0,0,0,0,"Very Few"
1445,0,0,0,1,1,0,Moderate
1446,1,0,0,1,0,0,Moderate
1447,1,1,0,0,1,0,Few
1448,0,0,1,0,1,1,Moderate
1449,1,1,0,1,0,0,"Very Few"
1450,1,1,1,1,0,0,Many
1451,0,1,0,0,0,1,"Very Few"
1452,1,0,1,0,0,0,"Very Few"
1453,0,1,1,1,0,0,"Very Few"
1454,1,1,1,0,1,1,Many
1455,1,0,0,0,1,0,Moderate
1456,1,0,1,0,1,1,Few
11037,0,1,0,0,1,0,Many
1458,0,0,0,1,1,0,"Very Few"
1459,1,0,1,1,1,0,"Very Few"
11038,1,1,0,0,1,1,"Very Few"
1461,1,1,1,0,1,1,Few
1462,0,1,1,0,1,1,Moderate
1463,1,0,0,1,0,1,Many
1464,1,0,0,1,0,1,Few
1465,1,1,0,1,1,0,Few
1466,0,1,1,0,1,0,Moderate
1467,1,0,0,0,1,1,"Very Few"
1468,0,1,1,0,1,0,Moderate
1469,0,1,1,1,0,0,Moderate
1470,0,0,0,1,1,1,Many
1471,0,0,1,1,0,0,"Very Few"
1472,0,1,1,1,1,1,"Very Few"
1473,1,1,0,1,0,0,"Very Few"
1474,1,1,0,0,1,1,"Very Few"
1475,0,0,0,0,0,1,"Very Few"
1476,0,1,1,1,0,1,Few
1477,1,1,0,1,0,1,"Very Few"
11039,1,0,0,0,1,0,"Very Few"
1479,0,0,1,0,1,1,Few
1480,0,0,0,1,0,0,Many
1481,0,0,0,1,0,1,"Very Few"
1482,0,0,0,0,1,0,Moderate
1483,1,1,1,0,1,1,"Very Few"
1484,1,0,0,0,1,0,"Very Few"
1485,0,1,1,0,1,1,"Very Few"
1486,0,0,1,1,0,1,Many
1487,0,1,0,0,1,0,"Very Few"
1488,0,0,0,0,1,0,Few
1489,1,0,0,1,0,1,"Very Few"
1490,0,0,0,0,1,1,Moderate
1491,1,1,1,0,1,0,Few
1492,0,1,0,1,1,1,Few
1493,1,0,1,0,1,0,Few
1494,0,1,0,1,0,1,"Very Few"
11040,0,1,1,0,1,0,Few
1496,1,1,1,0,0,0,"Very Few"
1497,1,0,1,1,1,1,Moderate
1498,1,0,1,0,0,1,Many
1499,1,0,0,0,0,1,Few
11041,1,0,1,0,1,0,"Very Few"
1501,0,1,0,0,1,1,Many
1502,0,1,1,1,1,0,"Very Few"
1503,1,0,1,0,0,0,Many
1504,1,0,1,1,1,0,Few
1505,1,1,1,0,1,0,Moderate
11042,0,0,1,1,1,1,Many
1507,0,1,1,0,1,0,"Very Few"
11043,0,0,0,0,0,0,"Very Few"
1509,1,0,1,0,0,1,Moderate
1510,1,0,0,1,1,1,"Very Few"
1511,0,1,0,1,1,0,"Very Few"
1512,1,0,0,0,0,0,Moderate
1513,0,1,0,1,1,1,Few
1514,1,0,0,1,0,1,Many
1515,1,1,1,1,0,1,Many
1516,1,1,0,0,0,0,Moderate
1517,0,1,1,0,0,0,Few
1518,1,0,1,0,0,0,Moderate
11044,0,0,1,1,1,1,"Very Few"
1520,0,0,1,1,1,0,"Very Few"
1521,0,1,1,0,0,0,Moderate
1522,0,1,1,1,1,1,Few
1523,1,0,0,0,0,0,Few
11045,0,1,0,1,1,0,"Very Few"
1525,1,0,0,1,0,1,"Very Few"
1526,1,1,0,0,1,1,"Very Few"
1527,1,1,1,1,1,1,"Very Few"
1528,0,0,1,1,0,0,"Very Few"
1529,1,1,0,1,0,0,Many
11046,0,1,1,0,0,1,"Very Few"
1531,0,1,1,1,1,0,Moderate
1532,1,0,1,0,1,0,Few
1533,1,1,0,1,0,0,Many
1534,1,1,0,0,1,0,"Very Few"
1535,1,0,1,0,0,1,Many
1536,0,0,1,0,1,0,"Very Few"
1537,1,0,1,0,1,0,Few
1538,0,1,0,1,0,1,Few
1539,1,1,1,0,0,1,Few
1540,1,1,1,1,0,1,Few
1541,0,1,0,0,0,0,Moderate
11047,1,0,1,0,0,0,Many
1543,1,1,0,0,0,0,Many
1544,1,0,0,1,1,1,Few
1545,1,0,0,0,1,0,Few
1546,1,1,1,0,1,1,"Very Few"
1547,1,0,1,0,0,1,"Very Few"
1548,1,0,1,1,0,1,Many
1549,1,0,0,0,1,0,"Very Few"
1550,1,0,1,0,1,0,"Very Few"
1551,1,1,1,0,0,0,"Very Few"
1552,1,0,0,1,1,1,Moderate
11048,1,0,0,0,0,1,Few
1554,1,1,1,0,1,0,Few
1555,1,0,0,0,0,1,Few
1556,1,0,1,0,1,0,Few
1557,0,0,1,1,1,1,Few
1558,1,0,1,0,1,0,"Very Few"
1559,1,1,0,1,1,1,Moderate
1560,0,1,1,1,0,1,Few
11049,1,1,1,0,1,1,Few
1562,1,0,1,0,1,0,Many
1563,0,1,0,0,1,1,"Very Few"
1564,0,0,0,1,0,0,Moderate
11050,1,0,1,0,0,0,"Very Few"
1566,1,0,1,1,0,0,"Very Few"
1567,1,1,0,1,1,0,Many
1568,1,1,0,0,0,0,Many
1569,1,0,1,0,0,0,"Very Few"
11051,0,1,0,0,0,1,Few
11052,1,1,1,0,1,1,"Very Few"
1572,0,0,1,0,1,1,"Very Few"
11053,0,1,1,0,0,1,"Very Few"
11054,1,0,1,0,0,0,"Very Few"
1575,1,0,1,0,0,1,"Very Few"
1576,1,0,0,1,1,0,Moderate
1577,0,0,1,1,1,1,"Very Few"
1578,0,1,0,1,1,1,Moderate
1579,0,1,1,0,0,0,Few
11055,1,0,1,1,0,0,Moderate
1581,1,1,0,0,1,1,Few
1582,1,1,1,0,1,1,"Very Few"
1583,1,1,1,1,1,1,Few
11056,0,1,0,1,0,0,Few
11057,1,1,1,1,1,1,Moderate
1586,1,1,0,0,1,0,"Very Few"
1587,1,0,1,0,1,0,Many
1588,1,0,0,0,0,0,Few
1589,1,0,1,0,0,0,Few
1590,1,1,1,0,0,0,Few
11058,0,1,0,1,0,0,Many
1592,0,0,0,0,0,0,Many
1593,0,1,0,1,1,1,Few
11059,1,1,0,0,1,0,"Very Few"
1595,1,1,0,1,1,0,Few
1596,1,1,0,1,0,1,Moderate
1597,0,0,1,0,1,1,"Very Few"
1598,0,1,1,0,0,0,"Very Few"
11060,0,1,0,1,0,1,Moderate
1600,0,1,1,0,1,1,"Very Few"
1601,0,1,1,0,1,0,"Very Few"
1602,0,1,1,0,0,1,Moderate
1603,1,0,1,0,1,0,Many
11061,1,0,0,0,1,1,Moderate
1605,1,0,1,1,1,0,Moderate
1606,1,0,0,1,0,1,Few
1607,0,1,1,0,0,0,Moderate
1608,0,1,1,0,1,0,Few
1609,0,1,1,0,1,0,Moderate
1610,0,0,0,0,1,0,Few
1611,1,1,0,0,0,1,Many
1612,1,0,0,0,0,0,Few
1613,1,0,0,0,0,1,Few
11062,1,1,1,1,1,1,Moderate
1615,1,1,0,1,0,0,Many
1616,0,1,1,1,1,0,Few
1617,0,1,0,1,1,0,"Very Few"
1618,1,0,0,0,1,1,"Very Few"
1619,1,0,1,1,1,0,Moderate
11063,0,0,1,0,1,0,Many
1621,1,0,1,1,0,0,"Very Few"
1622,0,0,1,1,1,0,Moderate
1623,0,1,1,1,0,1,Many
1624,0,0,1,0,0,0,Moderate
1625,1,1,0,0,0,0,Moderate
1626,1,0,0,1,1,1,"Very Few"
1627,0,0,1,0,1,0,Moderate
11064,0,0,1,0,0,1,"Very Few"
1629,0,1,1,1,0,0,Moderate
1630,0,0,0,0,0,0,"Very Few"
1631,0,0,1,0,0,0,"Very Few"
1632,0,0,1,0,0,1,Few
1633,0,0,0,0,1,0,Few
1634,1,0,1,1,1,1,"Very Few"
1635,0,0,0,0,0,0,Moderate
1636,0,0,1,1,1,0,Moderate
1637,1,0,0,0,0,0,"Very Few"
1638,1,0,0,1,0,1,Few
1639,0,0,1,1,0,0,Few
1640,1,1,0,0,1,0,Few
1641,1,0,1,1,1,0,Moderate
1642,1,0,1,1,1,1,Few
1643,1,1,0,0,1,1,Few
1644,0,0,1,0,1,0,Moderate
1645,1,0,0,1,1,1,Moderate
11065,1,1,1,1,0,1,Few
1647,1,1,1,1,1,0,"Very Few"
1648,1,1,0,1,0,1,Few
1649,0,1,1,1,0,1,Many
1650,0,1,1,0,1,0,Moderate
1651,0,0,0,1,1,0,Few
11066,0,0,1,1,0,0,"Very Few"
1653,1,0,0,0,1,1,"Very Few"
1654,1,0,0,0,1,0,Few
1655,1,0,1,1,1,0,Few
1656,1,0,1,0,1,0,Moderate
1657,0,0,0,1,1,0,Few
1658,1,0,0,1,1,0,Few
1659,1,1,1,1,0,1,"Very Few"
1660,1,0,0,0,1,0,"Very Few"
1661,1,1,0,0,1,0,"Very Few"
1662,1,0,1,0,0,1,"Very Few"
1663,0,0,0,1,0,0,"Very Few"
1664,1,1,1,0,0,0,"Very Few"
1665,0,1,1,1,0,0,Few
1666,1,0,1,0,0,1,"Very Few"
1667,1,0,1,0,1,0,Moderate
1668,1,0,0,0,0,0,Few
1669,1,1,0,1,0,0,"Very Few"
1670,0,1,1,1,0,0,Few
1671,0,1,0,0,1,1,Moderate
1672,1,0,1,0,1,1,Moderate
1673,1,0,0,0,0,0,Moderate
1674,0,1,0,1,0,0,Few
1675,0,0,1,1,0,0,Moderate
1676,0,0,1,1,1,0,"Very Few"
1677,1,1,1,0,0,1,"Very Few"
1678,1,0,1,0,1,0,Moderate
1679,1,1,1,0,1,0,Few
1680,1,1,1,1,1,1,Moderate
1681,1,1,1,1,1,0,"Very Few"
1682,1,1,1,1,0,0,Few
11067,0,0,1,0,1,1,Few
11068,0,0,1,0,0,0,Few
11069,0,0,0,0,1,1,Moderate
1686,1,1,1,0,0,0,Many
1687,1,1,1,1,1,0,"Very Few"
1688,0,0,0,1,1,1,"Very Few"
1689,1,1,0,0,0,1,"Very Few"
1690,1,1,0,1,1,0,Many
1691,1,1,1,0,1,0,"Very Few"
1692,0,1,1,1,0,1,Few
1693,0,0,1,0,1,0,"Very Few"
1694,1,1,0,1,1,0,Many
1695,0,1,1,0,0,0,Few
1696,1,1,1,1,1,0,Many
1697,1,1,1,0,0,0,Few
11070,0,1,1,1,1,0,Moderate
11071,1,1,1,0,1,1,Moderate
1700,1,1,1,1,0,0,Many
